credito_id,max_dias_mora_6m,cuotas_observadas,pct_pagadas_tiempo,n_cuotas_con_mora,mora_30
CR000794,0,6,1.0,0,0
CR000795,0,6,1.0,0,0
CR000796,44,5,0.0,4,1
CR000798,46,6,0.16666666666666666,5,1
CR000799,24,6,0.16666666666666666,5,0
CR000800,83,6,0.6666666666666666,2,1
CR000801,0,5,0.8,0,0
CR000802,2,6,0.8333333333333334,1,0
CR000803,0,6,1.0,0,0
CR000804,34,5,0.2,4,1
CR000805,0,6,1.0,0,0
CR000806,12,6,0.6666666666666666,2,0
CR000807,0,3,1.0,0,0
CR000809,21,3,0.0,3,0
CR000810,30,5,0.6,2,0
CR000811,1,6,0.8333333333333334,1,0
CR000812,4,6,0.8333333333333334,1,0
CR000813,0,6,1.0,0,0
CR000814,0,6,1.0,0,0
CR000815,18,5,0.8,1,0
CR000816,0,6,1.0,0,0
CR000817,5,6,0.8333333333333334,1,0
CR000819,0,6,1.0,0,0
CR000820,12,6,0.8333333333333334,1,0
CR000821,0,6,1.0,0,0
CR000823,58,4,0.5,2,1
CR000824,58,6,0.5,3,1
CR000825,0,6,0.8333333333333334,0,0
CR000826,10,5,0.8,1,0
CR000827,0,6,1.0,0,0
CR000828,0,6,1.0,0,0
CR000829,34,6,0.6666666666666666,2,1
CR000830,0,6,1.0,0,0
CR000831,21,5,0.8,1,0
CR000832,0,6,1.0,0,0
CR000833,14,3,0.6666666666666666,1,0
CR000834,0,3,1.0,0,0
CR000835,0,6,1.0,0,0
CR000836,0,4,1.0,0,0
CR000837,0,5,1.0,0,0
CR000838,117,6,0.6666666666666666,2,1
CR000840,31,3,0.6666666666666666,1,1
CR000841,5,6,0.8333333333333334,1,0
CR000842,34,6,0.6666666666666666,2,1
CR000843,0,3,1.0,0,0
CR000844,49,6,0.6666666666666666,2,1
CR000845,76,6,0.5,3,1
CR000846,0,6,1.0,0,0
CR000847,0,3,1.0,0,0
CR000848,80,6,0.3333333333333333,4,1
CR000849,61,6,0.6666666666666666,2,1
CR000850,0,3,1.0,0,0
CR000851,0,4,0.75,0,0
CR000852,86,6,0.6666666666666666,2,1
CR000853,2,4,0.5,1,0
CR000854,14,6,0.8333333333333334,1,0
CR000855,16,6,0.8333333333333334,1,0
CR000856,0,6,1.0,0,0
CR000858,12,5,0.6,1,0
CR000859,57,6,0.6666666666666666,2,1
CR000860,44,3,0.3333333333333333,2,1
CR000861,50,4,0.25,2,1
CR000862,42,6,0.5,3,1
CR000864,0,6,0.8333333333333334,0,0
CR000865,0,6,1.0,0,0
CR000866,11,6,0.8333333333333334,1,0
CR000867,0,6,1.0,0,0
CR000868,26,6,0.6666666666666666,2,0
CR000869,0,3,1.0,0,0
CR000870,23,3,0.6666666666666666,1,0
CR000871,117,6,0.8333333333333334,1,1
CR000872,0,4,1.0,0,0
CR000873,0,6,1.0,0,0
CR000874,0,6,0.8333333333333334,0,0
CR000875,116,6,0.6666666666666666,2,1
CR000876,0,3,0.6666666666666666,0,0
CR000877,0,6,1.0,0,0
CR000878,28,6,0.8333333333333334,1,0
CR000879,0,6,1.0,0,0
CR000880,0,6,1.0,0,0
CR000881,0,6,1.0,0,0
CR000882,5,3,0.3333333333333333,2,0
CR000883,35,6,0.5,3,1
CR000884,86,6,0.8333333333333334,1,1
CR000885,27,3,0.6666666666666666,1,0
CR000886,23,3,0.6666666666666666,1,0
CR000888,27,6,0.8333333333333334,1,0
CR000889,0,6,1.0,0,0
CR000890,0,6,1.0,0,0
CR000892,17,6,0.6666666666666666,2,0
CR000893,85,3,0.3333333333333333,2,1
CR000894,0,6,1.0,0,0
CR000895,0,6,1.0,0,0
CR000896,0,6,1.0,0,0
CR000897,37,6,0.6666666666666666,2,1
CR000898,58,6,0.8333333333333334,1,1
CR000899,32,6,0.6666666666666666,2,1
CR000900,0,6,1.0,0,0
CR000901,0,3,0.6666666666666666,0,0
CR000902,15,6,0.8333333333333334,1,0
CR000903,19,6,0.8333333333333334,1,0
CR000904,0,6,1.0,0,0
CR000905,0,6,1.0,0,0
CR000906,0,3,1.0,0,0
CR000909,30,6,0.6666666666666666,2,0
CR000911,0,3,0.6666666666666666,0,0
CR000912,100,6,0.8333333333333334,1,1
CR000913,0,6,1.0,0,0
CR000914,46,6,0.5,3,1
CR000915,4,3,0.6666666666666666,1,0
CR000916,0,3,0.6666666666666666,0,0
CR000917,18,6,0.8333333333333334,1,0
CR000918,3,6,0.8333333333333334,1,0
CR000920,29,3,0.0,2,0
CR000921,40,6,0.8333333333333334,1,1
CR000922,6,6,0.8333333333333334,1,0
CR000923,52,6,0.8333333333333334,1,1
CR000924,33,6,0.6666666666666666,2,1
CR000925,6,6,0.8333333333333334,1,0
CR000926,6,6,0.8333333333333334,1,0
CR000927,0,6,1.0,0,0
CR000928,0,6,1.0,0,0
CR000929,0,6,1.0,0,0
CR000930,0,3,1.0,0,0
CR000932,0,3,0.6666666666666666,0,0
CR000933,64,6,0.8333333333333334,1,1
CR000934,0,6,1.0,0,0
CR000935,0,3,1.0,0,0
CR000936,6,3,0.6666666666666666,1,0
CR000937,25,6,0.6666666666666666,2,0
CR000938,38,6,0.8333333333333334,1,1
CR000939,0,3,1.0,0,0
CR000940,23,6,0.6666666666666666,2,0
CR000941,0,6,1.0,0,0
CR000942,0,5,1.0,0,0
CR000943,35,4,0.0,4,1
CR000944,0,6,1.0,0,0
CR000945,16,6,0.8333333333333334,1,0
CR000946,15,5,0.8,1,0
CR000947,0,6,1.0,0,0
CR000950,2,6,0.8333333333333334,1,0
CR000952,54,6,0.8333333333333334,1,1
CR000953,12,6,0.6666666666666666,2,0
CR000954,0,6,1.0,0,0
CR000955,0,6,1.0,0,0
CR000956,70,5,0.6,1,1
CR000957,0,6,1.0,0,0
CR000958,0,6,1.0,0,0
CR000959,23,6,0.3333333333333333,4,0
CR000960,55,6,0.3333333333333333,3,1
CR000961,0,6,1.0,0,0
CR000962,1,6,0.8333333333333334,1,0
CR000963,0,6,1.0,0,0
CR000964,23,6,0.8333333333333334,1,0
CR000965,10,6,0.8333333333333334,1,0
CR000966,6,6,0.6666666666666666,2,0
CR000967,74,6,0.5,3,1
CR000968,0,6,1.0,0,0
CR000969,0,4,1.0,0,0
CR000970,0,3,1.0,0,0
CR000971,63,6,0.6666666666666666,2,1
CR000972,0,6,1.0,0,0
CR000973,0,4,1.0,0,0
CR000974,38,6,0.8333333333333334,1,1
CR000975,10,6,0.8333333333333334,1,0
CR000977,42,6,0.6666666666666666,2,1
CR000978,4,6,0.6666666666666666,2,0
CR000980,0,6,1.0,0,0
CR000981,30,6,0.8333333333333334,1,0
CR000982,114,6,0.8333333333333334,1,1
CR000983,28,6,0.5,3,0
CR000984,29,6,0.3333333333333333,4,0
CR000985,0,6,1.0,0,0
CR000986,0,6,1.0,0,0
CR000987,56,6,0.8333333333333334,1,1
CR000988,116,6,0.6666666666666666,2,1
CR000989,35,6,0.8333333333333334,1,1
CR000990,56,6,0.6666666666666666,2,1
CR000991,16,6,0.8333333333333334,1,0
CR000992,0,3,1.0,0,0
CR000993,18,6,0.8333333333333334,1,0
CR000994,0,3,1.0,0,0
CR000995,0,6,1.0,0,0
CR000996,0,6,1.0,0,0
CR000997,15,3,0.6666666666666666,1,0
CR000998,50,6,0.8333333333333334,1,1
CR001000,17,6,0.6666666666666666,2,0
CR001001,0,6,1.0,0,0
CR001002,0,4,0.75,0,0
CR001003,45,6,0.8333333333333334,1,1
CR001004,0,3,1.0,0,0
CR001005,0,6,1.0,0,0
CR001006,113,6,0.8333333333333334,1,1
CR001007,0,6,1.0,0,0
CR001008,0,3,1.0,0,0
CR001009,17,6,0.8333333333333334,1,0
CR001010,13,6,0.6666666666666666,2,0
CR001011,0,5,1.0,0,0
CR001013,48,6,0.5,3,1
CR001014,0,3,1.0,0,0
CR001015,0,6,1.0,0,0
CR001016,38,6,0.5,3,1
CR001018,0,6,1.0,0,0
CR001019,83,6,0.3333333333333333,4,1
CR001021,75,5,0.0,4,1
CR001022,3,4,0.5,1,0
CR001023,0,6,1.0,0,0
CR001024,26,6,0.8333333333333334,1,0
CR001025,0,6,1.0,0,0
CR001026,0,6,1.0,0,0
CR001027,0,6,1.0,0,0
CR001028,22,3,0.6666666666666666,1,0
CR001029,0,6,1.0,0,0
CR001030,6,6,0.8333333333333334,1,0
CR001031,20,3,0.3333333333333333,2,0
CR001032,41,6,0.3333333333333333,4,1
CR001033,64,3,0.0,3,1
CR001034,4,6,0.8333333333333334,1,0
CR001035,0,6,1.0,0,0
CR001036,0,6,1.0,0,0
CR001037,3,6,0.8333333333333334,1,0
CR001038,0,6,1.0,0,0
CR001039,102,6,0.3333333333333333,4,1
CR001040,91,6,0.3333333333333333,4,1
CR001041,0,3,0.6666666666666666,0,0
CR001042,44,6,0.5,3,1
CR001043,34,6,0.8333333333333334,1,1
CR001044,0,4,1.0,0,0
CR001045,0,6,1.0,0,0
CR001046,0,6,1.0,0,0
CR001048,0,6,1.0,0,0
CR001049,0,3,1.0,0,0
CR001050,0,6,1.0,0,0
CR001051,0,6,1.0,0,0
CR001052,0,6,1.0,0,0
CR001054,0,6,1.0,0,0
CR001055,11,6,0.8333333333333334,1,0
CR001056,3,4,0.5,1,0
CR001057,108,6,0.6666666666666666,2,1
CR001059,0,6,1.0,0,0
CR001060,0,6,1.0,0,0
CR001061,0,3,0.6666666666666666,0,0
CR001063,30,3,0.0,3,0
CR001064,60,6,0.16666666666666666,5,1
CR001065,0,6,1.0,0,0
CR001066,2,6,0.6666666666666666,1,0
CR001067,30,6,0.8333333333333334,1,0
CR001068,0,5,0.8,0,0
CR001069,73,6,0.6666666666666666,2,1
CR001070,49,6,0.3333333333333333,4,1
CR001071,34,6,0.3333333333333333,4,1
CR001072,0,6,1.0,0,0
CR001073,52,6,0.6666666666666666,1,1
CR001074,1,3,0.6666666666666666,1,0
CR001075,4,3,0.6666666666666666,1,0
CR001076,0,3,1.0,0,0
CR001078,0,6,1.0,0,0
CR001079,87,6,0.6666666666666666,2,1
CR001080,85,3,0.6666666666666666,1,1
CR001081,29,6,0.3333333333333333,3,0
CR001082,4,5,0.8,1,0
CR001083,0,6,1.0,0,0
CR001084,6,6,0.8333333333333334,1,0
CR001085,0,6,1.0,0,0
CR001086,99,6,0.6666666666666666,2,1
CR001087,3,6,0.6666666666666666,2,0
CR001088,66,6,0.5,3,1
CR001089,0,6,1.0,0,0
CR001090,7,6,0.8333333333333334,1,0
CR001091,7,6,0.8333333333333334,1,0
CR001092,0,6,1.0,0,0
CR001093,0,6,1.0,0,0
CR001094,0,6,1.0,0,0
CR001095,4,4,0.75,1,0
CR001096,0,6,1.0,0,0
CR001097,0,6,0.8333333333333334,0,0
CR001099,0,3,1.0,0,0
CR001100,0,6,0.8333333333333334,0,0
CR001101,0,5,1.0,0,0
CR001102,0,6,1.0,0,0
CR001103,0,3,1.0,0,0
CR001104,30,6,0.5,3,0
CR001105,0,6,1.0,0,0
CR001106,48,6,0.8333333333333334,1,1
CR001107,24,6,0.8333333333333334,1,0
CR001108,87,6,0.6666666666666666,2,1
CR001110,0,3,1.0,0,0
CR001112,0,6,1.0,0,0
CR001113,66,6,0.8333333333333334,1,1
CR001114,56,6,0.16666666666666666,5,1
CR001115,104,6,0.16666666666666666,5,1
CR001116,0,6,1.0,0,0
CR001117,50,6,0.5,3,1
CR001118,0,6,1.0,0,0
CR001119,8,6,0.8333333333333334,1,0
CR001120,21,6,0.6666666666666666,1,0
CR001121,0,4,1.0,0,0
CR001122,26,5,0.6,1,0
CR001123,0,6,1.0,0,0
CR001124,5,5,0.8,1,0
CR001125,0,6,1.0,0,0
CR001126,0,6,1.0,0,0
CR001127,5,6,0.6666666666666666,2,0
CR001128,11,6,0.8333333333333334,1,0
CR001129,26,5,0.8,1,0
CR001130,7,6,0.6666666666666666,2,0
CR001131,17,6,0.5,2,0
CR001132,92,6,0.3333333333333333,4,1
CR001133,21,5,0.2,4,0
CR001134,0,6,1.0,0,0
CR001135,43,6,0.16666666666666666,5,1
CR001136,4,4,0.5,1,0
CR001137,66,6,0.0,6,1
CR001138,0,3,0.6666666666666666,0,0
CR001139,0,6,1.0,0,0
CR001140,4,6,0.6666666666666666,2,0
CR001141,64,6,0.6666666666666666,2,1
CR001142,6,5,0.6,1,0
CR001143,92,6,0.6666666666666666,2,1
CR001144,19,3,0.3333333333333333,2,0
CR001145,24,6,0.8333333333333334,1,0
CR001146,0,6,1.0,0,0
CR001147,0,6,1.0,0,0
CR001148,30,6,0.6666666666666666,2,0
CR001149,34,6,0.6666666666666666,1,1
CR001150,1,6,0.8333333333333334,1,0
CR001151,6,3,0.3333333333333333,1,0
CR001152,110,6,0.5,3,1
CR001153,52,6,0.5,3,1
CR001154,0,6,1.0,0,0
CR001155,0,6,1.0,0,0
CR001156,36,6,0.8333333333333334,1,1
CR001157,0,6,1.0,0,0
CR001158,0,6,1.0,0,0
CR001159,0,6,1.0,0,0
CR001160,0,6,1.0,0,0
CR001161,25,6,0.6666666666666666,2,0
CR001162,0,3,0.6666666666666666,0,0
CR001163,0,6,1.0,0,0
CR001165,0,3,1.0,0,0
CR001166,27,5,0.6,2,0
CR001167,0,4,1.0,0,0
CR001168,0,3,1.0,0,0
CR001169,0,6,1.0,0,0
CR001170,115,6,0.6666666666666666,2,1
CR001171,29,6,0.8333333333333334,1,0
CR001172,14,6,0.6666666666666666,2,0
CR001173,13,6,0.8333333333333334,1,0
CR001175,0,6,1.0,0,0
CR001176,7,6,0.8333333333333334,1,0
CR001177,0,6,1.0,0,0
CR001178,0,6,1.0,0,0
CR001179,4,6,0.8333333333333334,1,0
CR001180,0,5,0.8,0,0
CR001181,0,6,1.0,0,0
CR001182,0,6,1.0,0,0
CR001183,116,6,0.0,6,1
CR001184,0,6,1.0,0,0
CR001185,0,6,1.0,0,0
CR001186,0,5,1.0,0,0
CR001187,0,4,1.0,0,0
CR001188,12,3,0.6666666666666666,1,0
CR001189,68,6,0.5,3,1
CR001190,27,6,0.8333333333333334,1,0
CR001191,0,4,0.75,0,0
CR001192,112,6,0.5,3,1
CR001193,49,6,0.6666666666666666,2,1
CR001195,6,6,0.8333333333333334,1,0
CR001196,99,6,0.5,3,1
CR001197,43,3,0.6666666666666666,1,1
CR001198,7,6,0.6666666666666666,2,0
CR001199,43,6,0.8333333333333334,1,1
CR001200,0,6,1.0,0,0
CR001201,78,3,0.0,3,1
CR001202,42,3,0.0,3,1
CR001205,0,5,0.8,0,0
CR001206,73,6,0.6666666666666666,2,1
CR001207,50,6,0.6666666666666666,2,1
CR001208,90,6,0.6666666666666666,2,1
CR001209,30,3,0.3333333333333333,2,0
CR001210,58,6,0.6666666666666666,2,1
CR001211,119,3,0.6666666666666666,1,1
CR001212,42,3,0.0,2,1
CR001213,0,6,1.0,0,0
CR001214,28,6,0.8333333333333334,1,0
CR001215,21,6,0.8333333333333334,1,0
CR001216,68,6,0.16666666666666666,5,1
CR001217,0,4,0.75,0,0
CR001218,5,6,0.8333333333333334,1,0
CR001219,52,6,0.6666666666666666,2,1
CR001220,0,6,1.0,0,0
CR001221,10,6,0.6666666666666666,2,0
CR001222,0,6,1.0,0,0
CR001223,49,3,0.3333333333333333,2,1
CR001224,0,6,1.0,0,0
CR001225,86,6,0.8333333333333334,1,1
CR001226,3,4,0.75,1,0
CR001227,0,3,0.6666666666666666,0,0
CR001228,9,3,0.6666666666666666,1,0
CR001229,29,6,0.8333333333333334,1,0
CR001230,8,6,0.8333333333333334,1,0
CR001231,41,6,0.8333333333333334,1,1
CR001232,101,6,0.5,3,1
CR001233,9,6,0.8333333333333334,1,0
CR001234,0,6,1.0,0,0
CR001235,0,4,1.0,0,0
CR001236,23,6,0.3333333333333333,4,0
CR001237,0,6,1.0,0,0
CR001238,0,6,0.8333333333333334,0,0
CR001239,58,6,0.6666666666666666,2,1
CR001240,0,6,1.0,0,0
CR001241,0,6,1.0,0,0
CR001242,0,6,1.0,0,0
CR001243,46,6,0.8333333333333334,1,1
CR001244,0,4,1.0,0,0
CR001245,6,6,0.6666666666666666,2,0
CR001246,0,6,1.0,0,0
CR001247,104,6,0.8333333333333334,1,1
CR001248,0,6,1.0,0,0
CR001249,26,6,0.8333333333333334,1,0
CR001250,85,6,0.3333333333333333,4,1
CR001251,12,3,0.6666666666666666,1,0
CR001252,108,6,0.6666666666666666,2,1
CR001253,80,3,0.6666666666666666,1,1
CR001254,35,6,0.5,3,1
CR001255,111,6,0.6666666666666666,2,1
CR001257,0,6,1.0,0,0
CR001258,0,3,1.0,0,0
CR001259,0,6,1.0,0,0
CR001261,30,6,0.6666666666666666,2,0
CR001262,14,6,0.6666666666666666,2,0
CR001263,0,6,1.0,0,0
CR001264,0,3,1.0,0,0
CR001265,0,6,1.0,0,0
CR001266,0,6,1.0,0,0
CR001267,16,6,0.8333333333333334,1,0
CR001268,0,6,1.0,0,0
CR001269,2,6,0.8333333333333334,1,0
CR001270,0,6,1.0,0,0
CR001271,20,3,0.3333333333333333,2,0
CR001272,46,6,0.6666666666666666,2,1
CR001273,0,6,1.0,0,0
CR001274,0,6,1.0,0,0
CR001275,98,6,0.8333333333333334,1,1
CR001276,111,6,0.3333333333333333,3,1
CR001277,0,6,1.0,0,0
CR001278,0,6,1.0,0,0
CR001279,0,6,1.0,0,0
CR001280,111,6,0.8333333333333334,1,1
CR001282,22,6,0.8333333333333334,1,0
CR001283,94,6,0.8333333333333334,1,1
CR001284,44,6,0.5,3,1
CR001285,50,6,0.5,3,1
CR001286,80,6,0.8333333333333334,1,1
CR001287,0,4,0.75,0,0
CR001288,21,6,0.8333333333333334,1,0
CR001289,6,3,0.3333333333333333,1,0
CR001290,0,3,1.0,0,0
CR001291,27,3,0.3333333333333333,1,0
CR001292,0,6,1.0,0,0
CR001293,0,6,1.0,0,0
CR001294,88,6,0.8333333333333334,1,1
CR001295,0,3,0.6666666666666666,0,0
CR001296,0,6,1.0,0,0
CR001297,41,5,0.6,2,1
CR001298,18,3,0.3333333333333333,1,0
CR001299,9,6,0.8333333333333334,1,0
CR001300,0,4,1.0,0,0
CR001301,22,6,0.8333333333333334,1,0
CR001302,65,3,0.6666666666666666,1,1
CR001303,8,6,0.6666666666666666,2,0
CR001304,0,4,0.75,0,0
CR001305,74,6,0.6666666666666666,2,1
CR001306,25,6,0.8333333333333334,1,0
CR001307,11,3,0.6666666666666666,1,0
CR001308,50,6,0.8333333333333334,1,1
CR001309,4,3,0.3333333333333333,2,0
CR001310,0,4,1.0,0,0
CR001311,79,6,0.5,3,1
CR001312,37,5,0.4,3,1
CR001313,0,6,1.0,0,0
CR001315,0,6,1.0,0,0
CR001316,0,6,1.0,0,0
CR001317,0,6,1.0,0,0
CR001318,2,4,0.75,1,0
CR001319,28,6,0.5,3,0
CR001320,39,3,0.6666666666666666,1,1
CR001321,0,5,1.0,0,0
CR001322,39,6,0.3333333333333333,4,1
CR001323,40,6,0.3333333333333333,4,1
CR001324,20,6,0.5,3,0
CR001325,30,6,0.6666666666666666,2,0
CR001326,13,6,0.5,3,0
CR001327,0,6,1.0,0,0
CR001328,18,6,0.6666666666666666,2,0
CR001329,26,6,0.8333333333333334,1,0
CR001330,0,6,1.0,0,0
CR001331,23,6,0.6666666666666666,2,0
CR001332,0,3,1.0,0,0
CR001333,42,6,0.6666666666666666,2,1
CR001334,0,6,1.0,0,0
CR001335,0,6,1.0,0,0
CR001336,0,6,1.0,0,0
CR001337,0,5,0.8,0,0
CR001338,0,3,1.0,0,0
CR001339,0,3,0.6666666666666666,0,0
CR001340,63,6,0.6666666666666666,2,1
CR001341,0,6,1.0,0,0
CR001342,0,6,1.0,0,0
CR001343,0,6,1.0,0,0
CR001344,0,6,1.0,0,0
CR001345,30,3,0.6666666666666666,1,0
CR001346,50,6,0.8333333333333334,1,1
CR001347,21,6,0.3333333333333333,4,0
CR001348,4,3,0.3333333333333333,2,0
CR001349,45,6,0.8333333333333334,1,1
CR001350,54,3,0.3333333333333333,2,1
CR001351,43,6,0.3333333333333333,4,1
CR001352,0,6,0.8333333333333334,0,0
CR001353,15,6,0.8333333333333334,1,0
CR001354,23,3,0.6666666666666666,1,0
CR001355,0,6,1.0,0,0
CR001356,15,6,0.8333333333333334,1,0
CR001357,0,6,1.0,0,0
CR001358,0,3,0.6666666666666666,0,0
CR001359,8,6,0.6666666666666666,1,0
CR001360,16,6,0.6666666666666666,2,0
CR001361,2,6,0.8333333333333334,1,0
CR001362,45,6,0.5,3,1
CR001363,5,6,0.8333333333333334,1,0
CR001364,6,6,0.8333333333333334,1,0
CR001365,0,6,1.0,0,0
CR001366,0,6,1.0,0,0
CR001367,0,3,1.0,0,0
CR001368,0,6,1.0,0,0
CR001369,60,6,0.6666666666666666,2,1
CR001370,2,6,0.8333333333333334,1,0
CR001371,0,5,0.8,0,0
CR001372,0,6,1.0,0,0
CR001373,9,3,0.6666666666666666,1,0
CR001374,83,6,0.5,3,1
CR001375,25,6,0.6666666666666666,2,0
CR001376,0,4,1.0,0,0
CR001377,33,4,0.75,1,1
CR001378,20,6,0.5,3,0
CR001379,21,6,0.8333333333333334,1,0
CR001380,0,5,1.0,0,0
CR001381,0,6,1.0,0,0
CR001382,108,6,0.6666666666666666,2,1
CR001383,16,6,0.8333333333333334,1,0
CR001384,0,6,1.0,0,0
CR001385,0,4,1.0,0,0
CR001386,0,3,1.0,0,0
CR001387,0,6,1.0,0,0
CR001388,0,6,1.0,0,0
CR001389,13,4,0.75,1,0
CR001390,60,3,0.6666666666666666,1,1
CR001391,46,6,0.3333333333333333,3,1
CR001393,31,6,0.16666666666666666,4,1
CR001395,7,6,0.8333333333333334,1,0
CR001396,0,6,1.0,0,0
CR001397,0,6,1.0,0,0
CR001398,0,5,1.0,0,0
CR001399,0,3,1.0,0,0
CR001400,0,4,0.75,0,0
CR001401,45,6,0.3333333333333333,4,1
CR001403,0,6,1.0,0,0
CR001404,16,3,0.0,3,0
CR001405,85,6,0.16666666666666666,5,1
CR001406,28,6,0.16666666666666666,5,0
CR001407,9,6,0.8333333333333334,1,0
CR001408,22,6,0.8333333333333334,1,0
CR001409,0,6,1.0,0,0
CR001410,39,6,0.3333333333333333,4,1
CR001411,0,6,1.0,0,0
CR001412,22,6,0.8333333333333334,1,0
CR001413,0,6,1.0,0,0
CR001414,0,5,0.8,0,0
CR001415,57,4,0.25,3,1
CR001417,32,6,0.8333333333333334,1,1
CR001418,35,6,0.5,3,1
CR001419,42,6,0.8333333333333334,1,1
CR001420,23,6,0.6666666666666666,2,0
CR001421,49,6,0.5,3,1
CR001422,0,6,1.0,0,0
CR001423,0,5,0.8,0,0
CR001424,43,6,0.8333333333333334,1,1
CR001425,0,6,1.0,0,0
CR001426,29,6,0.8333333333333334,1,0
CR001427,0,6,1.0,0,0
CR001428,54,3,0.0,2,1
CR001429,0,3,1.0,0,0
CR001430,8,6,0.8333333333333334,1,0
CR001431,0,6,1.0,0,0
CR001432,31,6,0.5,3,1
CR001433,6,6,0.8333333333333334,1,0
CR001434,8,6,0.8333333333333334,1,0
CR001435,20,6,0.8333333333333334,1,0
CR001436,73,6,0.8333333333333334,1,1
CR001437,18,3,0.0,2,0
CR001438,0,6,1.0,0,0
CR001439,53,6,0.6666666666666666,2,1
CR001440,24,6,0.6666666666666666,1,0
CR001441,0,4,0.75,0,0
CR001442,0,6,1.0,0,0
CR001443,0,6,0.8333333333333334,0,0
CR001444,0,6,1.0,0,0
CR001445,0,6,1.0,0,0
CR001446,0,6,1.0,0,0
CR001447,109,6,0.5,3,1
CR001448,0,3,1.0,0,0
CR001449,24,6,0.8333333333333334,1,0
CR001450,6,6,0.6666666666666666,2,0
CR001451,50,6,0.8333333333333334,1,1
CR001452,0,4,0.75,0,0
CR001453,0,6,0.8333333333333334,0,0
CR001454,2,5,0.6,1,0
CR001455,58,6,0.6666666666666666,2,1
CR001456,46,6,0.8333333333333334,1,1
CR001457,0,6,1.0,0,0
CR001458,0,3,0.6666666666666666,0,0
CR001459,0,6,1.0,0,0
CR001460,0,6,1.0,0,0
CR001461,4,6,0.8333333333333334,1,0
CR001462,0,3,1.0,0,0
CR001464,0,6,1.0,0,0
CR001465,97,6,0.6666666666666666,2,1
CR001466,51,6,0.3333333333333333,4,1
CR001467,0,5,1.0,0,0
CR001468,85,6,0.6666666666666666,2,1
CR001469,39,6,0.8333333333333334,1,1
CR001470,43,6,0.6666666666666666,2,1
CR001471,73,3,0.6666666666666666,1,1
CR001472,14,6,0.6666666666666666,2,0
CR001473,0,6,1.0,0,0
CR001474,0,3,0.6666666666666666,0,0
CR001475,0,3,1.0,0,0
CR001476,37,6,0.8333333333333334,1,1
CR001477,49,6,0.16666666666666666,5,1
CR001478,14,6,0.3333333333333333,4,0
CR001480,84,4,0.5,1,1
CR001481,3,6,0.8333333333333334,1,0
CR001482,0,6,1.0,0,0
CR001483,98,5,0.6,2,1
CR001484,30,6,0.5,3,0
CR001485,29,3,0.3333333333333333,2,0
CR001486,0,4,0.75,0,0
CR001487,30,6,0.8333333333333334,1,0
CR001488,44,6,0.8333333333333334,1,1
CR001489,0,6,0.8333333333333334,0,0
CR001490,31,5,0.4,2,1
CR001491,103,6,0.6666666666666666,1,1
CR001492,18,3,0.6666666666666666,1,0
CR001493,50,6,0.6666666666666666,2,1
CR001494,74,6,0.6666666666666666,2,1
CR001495,0,5,1.0,0,0
CR001497,0,3,1.0,0,0
CR001499,32,6,0.6666666666666666,2,1
CR001500,0,6,1.0,0,0
CR001501,0,6,1.0,0,0
CR001502,6,6,0.8333333333333334,1,0
CR001503,0,6,1.0,0,0
CR001505,0,6,1.0,0,0
CR001507,0,6,1.0,0,0
CR001508,37,6,0.6666666666666666,2,1
CR001509,14,5,0.6,2,0
CR001510,0,6,1.0,0,0
CR001511,27,5,0.4,2,0
CR001512,0,6,1.0,0,0
CR001513,28,6,0.6666666666666666,2,0
CR001514,0,5,0.8,0,0
CR001515,0,6,1.0,0,0
CR001517,21,6,0.6666666666666666,2,0
CR001518,29,5,0.6,2,0
CR001519,0,3,0.6666666666666666,0,0
CR001520,0,3,0.6666666666666666,0,0
CR001521,108,6,0.3333333333333333,4,1
CR001522,0,6,0.8333333333333334,0,0
CR001524,0,6,1.0,0,0
CR001525,0,3,1.0,0,0
CR001526,1,6,0.8333333333333334,1,0
CR001527,18,4,0.25,2,0
