cliente_id,total_eventos,dias_activo,logins,pagos_iniciados,pagos_exitosos,pagos_fallidos,consultas_saldo,simulaciones_credito,solicitudes_soporte,pct_exitosos,pct_abandonados,sesion_promedio_seg,tasa_conversion_pago
CL00301,9,851,4,2,0,0,2,1,0,0.8888888888888888,0.1111111111111111,257.22222222222223,0.0
CL00302,1,1,1,0,0,0,0,0,0,1.0,0.0,213.0,0.0
CL00303,3,829,1,1,0,0,1,0,0,0.6666666666666666,0.3333333333333333,90.33333333333333,0.0
CL00304,5,591,3,0,0,0,0,0,0,0.8,0.2,88.2,0.0
CL00305,9,438,1,0,1,1,2,0,2,0.6666666666666666,0.0,174.33333333333334,0.0
CL00306,8,729,3,1,0,2,1,1,0,0.625,0.125,115.25,0.0
CL00307,9,423,4,2,2,0,0,0,0,1.0,0.0,132.44444444444446,1.0
CL00308,20,78,8,3,1,1,2,1,1,0.85,0.05,135.65,0.3333333333333333
CL00309,10,905,4,2,0,2,2,0,0,0.8,0.0,154.2,0.0
CL00310,24,349,6,3,1,0,7,1,3,0.8333333333333334,0.041666666666666664,155.375,0.3333333333333333
CL00311,1,1,1,0,0,0,0,0,0,1.0,0.0,225.0,0.0
CL00312,10,944,3,3,0,0,2,0,2,0.7,0.1,150.7,0.0
CL00313,10,99,4,0,0,1,2,0,2,0.6,0.1,167.4,0.0
CL00314,14,898,2,2,1,0,4,1,4,0.5714285714285714,0.14285714285714285,137.35714285714286,0.5
CL00315,1,1,0,0,1,0,0,0,0,1.0,0.0,319.0,0.0
CL00316,3,340,0,0,1,0,0,1,0,0.6666666666666666,0.3333333333333333,188.66666666666666,0.0
CL00317,10,225,4,0,1,1,3,1,0,0.7,0.2,170.5,0.0
CL00318,5,512,2,1,0,0,2,0,0,1.0,0.0,102.8,0.0
CL00319,17,782,2,4,3,0,6,0,2,0.7647058823529411,0.11764705882352941,132.88235294117646,0.75
CL00320,9,442,1,0,2,0,3,1,2,0.7777777777777778,0.0,159.11111111111111,0.0
CL00321,17,608,1,1,4,0,8,1,0,0.8235294117647058,0.17647058823529413,154.76470588235293,4.0
CL00322,15,201,2,3,3,0,2,3,2,0.6,0.26666666666666666,157.8,1.0
CL00323,8,635,2,1,2,0,3,0,0,1.0,0.0,212.625,2.0
CL00324,5,203,3,0,0,0,1,0,0,0.6,0.4,130.8,0.0
CL00325,8,694,5,0,0,0,1,0,2,0.75,0.0,230.0,0.0
CL00326,7,401,1,1,1,0,2,1,0,1.0,0.0,132.28571428571428,1.0
CL00327,9,597,4,2,1,0,1,0,1,0.7777777777777778,0.1111111111111111,171.22222222222223,0.5
CL00328,19,1011,4,2,6,1,4,0,2,0.631578947368421,0.21052631578947367,159.26315789473685,3.0
CL00329,11,301,5,1,1,0,2,1,1,0.8181818181818182,0.09090909090909091,227.63636363636363,1.0
CL00330,2,52,2,0,0,0,0,0,0,1.0,0.0,119.0,0.0
CL00331,1,1,0,0,0,0,1,0,0,1.0,0.0,40.0,0.0
CL00332,10,613,1,3,1,0,2,0,2,0.7,0.1,139.6,0.3333333333333333
CL00333,17,933,3,4,2,0,6,0,2,0.6470588235294118,0.23529411764705882,142.8235294117647,0.5
CL00334,11,1142,2,2,2,1,3,0,0,0.8181818181818182,0.09090909090909091,115.27272727272727,1.0
CL00335,10,628,2,2,1,0,2,1,2,0.7,0.1,156.2,0.5
CL00336,12,784,6,3,0,0,1,1,1,0.75,0.16666666666666666,111.75,0.0
CL00337,1,1,0,0,1,0,0,0,0,1.0,0.0,169.0,0.0
CL00338,6,436,0,2,0,0,1,0,2,0.3333333333333333,0.3333333333333333,138.0,0.0
CL00339,5,431,0,0,1,0,2,0,1,0.4,0.4,243.8,0.0
CL00340,7,942,2,3,1,0,0,1,0,0.7142857142857143,0.2857142857142857,153.28571428571428,0.3333333333333333
CL00341,9,255,2,5,1,0,0,0,1,0.7777777777777778,0.1111111111111111,159.11111111111111,0.2
CL00342,2,114,0,0,0,0,1,1,0,0.5,0.5,139.0,0.0
CL00343,1,1,1,0,0,0,0,0,0,1.0,0.0,217.0,0.0
CL00344,15,446,4,1,1,1,4,0,2,0.7333333333333333,0.06666666666666667,201.66666666666666,1.0
CL00345,13,297,3,1,1,0,2,3,2,0.6153846153846154,0.23076923076923078,210.69230769230768,1.0
CL00346,7,56,1,0,0,0,3,1,2,0.5714285714285714,0.14285714285714285,172.28571428571428,0.0
CL00347,9,350,3,1,0,2,2,0,1,0.5555555555555556,0.1111111111111111,119.66666666666667,0.0
CL00348,9,179,1,0,3,0,1,1,3,0.6666666666666666,0.0,162.0,0.0
CL00349,11,535,5,1,1,0,2,0,1,0.8181818181818182,0.09090909090909091,154.54545454545453,1.0
CL00350,2,78,0,0,0,1,1,0,0,0.5,0.0,223.5,0.0
CL00351,5,646,1,1,0,0,1,1,0,0.8,0.2,124.0,0.0
CL00352,4,837,1,0,0,1,1,0,1,0.25,0.25,158.25,0.0
CL00353,11,954,1,1,2,0,1,3,1,0.9090909090909091,0.0,195.72727272727272,2.0
CL00354,9,204,4,1,1,0,2,0,0,0.7777777777777778,0.2222222222222222,190.11111111111111,1.0
CL00355,9,430,4,0,3,1,0,0,1,0.7777777777777778,0.0,77.33333333333333,0.0
CL00356,8,733,1,2,1,1,1,0,1,0.625,0.125,178.375,0.5
CL00357,12,880,5,2,0,0,2,0,2,0.6666666666666666,0.16666666666666666,159.16666666666666,0.0
CL00358,11,758,5,1,2,1,1,0,0,0.8181818181818182,0.09090909090909091,220.8181818181818,2.0
CL00359,8,430,3,1,0,1,3,0,0,0.875,0.0,171.75,0.0
CL00360,1,1,0,0,0,0,1,0,0,1.0,0.0,154.0,0.0
CL00362,10,469,3,1,0,1,3,1,0,0.6,0.3,265.4,0.0
CL00363,18,766,9,4,1,0,2,0,2,0.7777777777777778,0.1111111111111111,115.94444444444444,0.25
CL00364,16,466,5,1,3,1,2,0,3,0.75,0.0,150.375,3.0
CL00365,2,169,0,0,0,0,2,0,0,1.0,0.0,157.5,0.0
CL00366,7,182,4,0,0,0,0,2,1,0.8571428571428571,0.0,282.14285714285717,0.0
CL00367,1,1,0,0,1,0,0,0,0,1.0,0.0,36.0,0.0
CL00368,7,440,5,1,1,0,0,0,0,0.7142857142857143,0.2857142857142857,164.85714285714286,1.0
CL00369,16,741,3,3,0,1,6,1,1,0.75,0.125,188.5625,0.0
CL00370,8,507,3,0,1,0,3,0,0,1.0,0.0,104.75,0.0
CL00371,10,325,4,2,0,0,3,0,0,1.0,0.0,176.0,0.0
CL00372,11,768,2,2,2,2,2,1,0,0.6363636363636364,0.18181818181818182,156.0909090909091,1.0
CL00373,2,8,0,1,0,0,0,0,1,0.5,0.0,200.5,0.0
CL00374,6,477,1,0,3,0,1,0,1,0.5,0.3333333333333333,194.33333333333334,0.0
CL00375,14,951,5,2,1,0,1,2,0,0.8571428571428571,0.14285714285714285,192.21428571428572,0.5
CL00376,22,1076,7,2,5,1,2,0,3,0.6363636363636364,0.18181818181818182,145.86363636363637,2.5
CL00377,6,422,1,0,3,0,2,0,0,0.8333333333333334,0.16666666666666666,166.66666666666666,0.0
CL00378,14,483,7,1,3,0,1,0,0,0.7142857142857143,0.2857142857142857,129.57142857142858,3.0
CL00379,9,592,4,1,0,0,2,0,0,1.0,0.0,135.22222222222223,0.0
CL00380,17,224,8,2,2,1,1,1,1,0.7647058823529411,0.11764705882352941,181.11764705882354,1.0
CL00381,10,869,5,0,1,0,3,0,1,0.7,0.2,202.1,0.0
CL00382,11,418,3,3,0,1,2,0,1,0.6363636363636364,0.18181818181818182,119.18181818181819,0.0
CL00383,15,833,2,2,3,0,4,0,2,0.7333333333333333,0.13333333333333333,141.53333333333333,1.5
CL00384,16,78,3,1,3,1,3,1,1,0.875,0.0,169.3125,3.0
CL00385,4,616,1,0,0,0,2,0,1,0.75,0.0,228.75,0.0
CL00386,14,757,3,2,3,1,4,1,0,0.7857142857142857,0.14285714285714285,201.42857142857142,1.5
CL00387,6,176,1,1,2,0,2,0,0,1.0,0.0,181.5,2.0
CL00388,2,379,0,1,0,0,1,0,0,1.0,0.0,120.5,0.0
CL00389,7,403,1,1,1,0,3,1,0,1.0,0.0,202.71428571428572,1.0
CL00390,11,556,2,3,1,0,3,0,2,0.8181818181818182,0.0,146.0,0.3333333333333333
CL00391,10,443,3,0,2,0,3,0,0,0.8,0.2,172.6,0.0
CL00392,5,953,0,1,2,0,0,1,1,0.6,0.2,156.0,2.0
CL00393,8,235,3,2,0,0,3,0,0,0.875,0.125,127.625,0.0
CL00394,18,482,7,3,0,1,5,0,2,0.7777777777777778,0.05555555555555555,130.61111111111111,0.0
CL00395,22,1009,5,4,4,0,3,2,3,0.7272727272727273,0.13636363636363635,157.77272727272728,1.0
CL00396,1,1,0,0,0,0,0,0,1,0.0,0.0,23.0,0.0
CL00397,5,144,2,0,0,0,1,0,1,0.8,0.0,186.8,0.0
CL00398,4,160,1,2,0,0,1,0,0,0.75,0.25,213.25,0.0
CL00399,13,511,5,1,2,1,2,1,1,0.7692307692307693,0.07692307692307693,164.53846153846155,2.0
CL00400,5,320,2,1,0,0,1,0,1,0.8,0.0,113.4,0.0
CL00401,17,501,4,3,2,0,4,1,2,0.7647058823529411,0.11764705882352941,110.70588235294117,0.6666666666666666
CL00402,12,173,3,2,1,0,2,1,2,0.5833333333333334,0.25,154.0,0.5
CL00404,5,361,2,0,2,0,0,1,0,1.0,0.0,141.4,0.0
CL00405,10,975,3,1,1,0,4,0,0,0.9,0.1,139.3,1.0
CL00406,13,1086,3,0,3,0,4,1,1,0.9230769230769231,0.0,220.53846153846155,0.0
CL00407,7,224,1,0,0,0,6,0,0,0.8571428571428571,0.14285714285714285,105.57142857142857,0.0
CL00408,5,208,4,0,0,0,1,0,0,1.0,0.0,196.8,0.0
CL00409,8,596,4,2,0,0,2,0,0,0.875,0.125,251.25,0.0
CL00410,6,443,1,0,2,0,2,0,0,0.8333333333333334,0.16666666666666666,90.83333333333333,0.0
CL00411,13,298,3,1,1,1,4,1,2,0.5384615384615384,0.23076923076923078,134.69230769230768,1.0
CL00412,13,210,2,2,3,1,5,0,0,0.7692307692307693,0.15384615384615385,156.30769230769232,1.5
CL00413,15,885,5,1,1,1,6,0,0,0.8,0.13333333333333333,193.6,1.0
CL00414,4,267,0,2,1,0,1,0,0,1.0,0.0,149.25,0.5
CL00415,13,778,6,1,0,0,5,0,1,0.9230769230769231,0.0,150.46153846153845,0.0
CL00416,14,991,6,0,3,1,3,0,1,0.7857142857142857,0.07142857142857142,122.78571428571429,0.0
CL00417,28,929,8,3,2,1,8,0,3,0.75,0.10714285714285714,164.5,0.6666666666666666
CL00418,8,442,4,0,1,0,2,1,0,0.875,0.125,237.25,0.0
CL00419,3,110,1,1,1,0,0,0,0,1.0,0.0,159.0,1.0
CL00420,7,954,2,2,1,0,2,0,0,0.8571428571428571,0.14285714285714285,116.57142857142857,0.5
CL00421,15,509,4,6,0,0,1,1,2,0.8,0.06666666666666667,150.8,0.0
CL00422,8,321,3,1,0,0,2,0,0,1.0,0.0,114.5,0.0
CL00423,6,207,0,2,1,2,0,0,0,0.6666666666666666,0.0,161.5,0.5
CL00424,18,305,4,4,2,0,3,2,2,0.7222222222222222,0.16666666666666666,140.22222222222223,0.5
CL00425,3,178,2,0,1,0,0,0,0,0.6666666666666666,0.3333333333333333,136.0,0.0
CL00426,7,863,1,1,1,1,2,0,1,0.5714285714285714,0.14285714285714285,159.42857142857142,1.0
CL00427,14,333,3,1,2,0,5,1,0,0.9285714285714286,0.07142857142857142,162.5,2.0
CL00428,7,367,2,1,1,0,0,0,3,0.5714285714285714,0.0,134.57142857142858,1.0
CL00429,3,798,0,1,0,0,1,1,0,1.0,0.0,60.666666666666664,0.0
CL00430,28,103,7,2,4,0,10,2,2,0.8571428571428571,0.07142857142857142,178.67857142857142,2.0
CL00431,20,879,3,5,3,1,5,0,2,0.8,0.05,157.8,0.6
CL00432,1,1,0,0,1,0,0,0,0,1.0,0.0,52.0,0.0
CL00433,8,227,4,2,0,0,1,0,1,0.75,0.125,187.75,0.0
CL00434,11,270,6,0,0,0,3,1,1,0.7272727272727273,0.18181818181818182,121.0909090909091,0.0
CL00435,4,748,1,1,1,0,1,0,0,1.0,0.0,119.0,1.0
CL00436,10,993,3,1,0,0,2,1,2,0.8,0.0,92.2,0.0
CL00437,12,401,2,2,0,2,3,0,1,0.75,0.0,174.08333333333334,0.0
CL00438,15,501,3,1,3,1,4,0,2,0.7333333333333333,0.06666666666666667,162.06666666666666,3.0
CL00439,5,101,2,1,0,0,2,0,0,0.8,0.2,161.6,0.0
CL00440,6,170,2,2,0,1,0,0,1,0.6666666666666666,0.0,115.16666666666667,0.0
CL00441,12,208,6,2,1,0,0,0,0,0.9166666666666666,0.08333333333333333,222.33333333333334,0.5
CL00442,18,244,4,6,2,1,2,0,1,0.7222222222222222,0.16666666666666666,193.22222222222223,0.3333333333333333
CL00443,14,658,3,2,3,0,2,2,1,0.7857142857142857,0.14285714285714285,100.78571428571429,1.5
CL00444,6,217,2,1,1,0,0,0,2,0.6666666666666666,0.0,146.5,1.0
CL00445,10,463,3,0,1,1,4,0,1,0.7,0.1,163.5,0.0
CL00446,8,153,4,0,0,1,1,0,2,0.625,0.0,137.5,0.0
CL00447,16,786,7,1,3,1,3,1,0,0.875,0.0625,103.1875,3.0
CL00448,5,853,0,1,0,0,1,0,3,0.4,0.0,241.2,0.0
CL00449,12,217,3,1,2,0,2,3,0,0.8333333333333334,0.16666666666666666,174.16666666666666,2.0
CL00450,21,400,7,1,2,0,7,2,2,0.7142857142857143,0.19047619047619047,194.0,2.0
CL00451,8,1069,3,2,1,0,1,0,1,0.75,0.125,155.25,0.5
CL00452,18,924,6,3,3,0,3,0,3,0.5555555555555556,0.2777777777777778,152.44444444444446,1.0
CL00453,13,847,5,3,3,0,2,0,0,0.8461538461538461,0.15384615384615385,183.23076923076923,1.0
CL00454,8,384,2,0,1,0,2,0,0,0.875,0.125,184.5,0.0
CL00455,4,454,2,0,0,0,1,1,0,1.0,0.0,154.5,0.0
CL00456,11,663,2,1,0,1,4,0,2,0.5454545454545454,0.18181818181818182,207.0909090909091,0.0
CL00457,3,441,0,0,0,0,0,0,2,0.3333333333333333,0.0,71.66666666666667,0.0
CL00458,11,192,5,0,3,0,1,1,0,1.0,0.0,146.0,0.0
CL00459,8,272,3,1,1,2,1,0,0,0.5,0.25,162.5,1.0
CL00460,14,109,3,3,2,0,2,0,3,0.6428571428571429,0.14285714285714285,136.85714285714286,0.6666666666666666
CL00461,7,260,3,0,1,1,1,0,1,0.5714285714285714,0.14285714285714285,180.42857142857142,0.0
CL00462,15,410,5,2,1,1,2,1,2,0.6,0.2,194.53333333333333,0.5
CL00463,10,470,2,3,1,1,0,0,1,0.6,0.2,131.1,0.3333333333333333
CL00464,5,114,2,0,1,0,2,0,0,0.8,0.2,178.0,0.0
CL00465,3,61,0,3,0,0,0,0,0,1.0,0.0,142.0,0.0
CL00466,4,246,0,2,0,0,2,0,0,0.75,0.25,145.0,0.0
CL00467,15,693,3,1,4,1,3,0,2,0.7333333333333333,0.06666666666666667,232.13333333333333,4.0
CL00468,8,320,2,2,0,0,2,0,1,0.875,0.0,166.875,0.0
CL00469,14,720,6,2,0,1,1,1,1,0.7857142857142857,0.07142857142857142,115.92857142857143,0.0
CL00470,2,89,1,0,0,0,1,0,0,1.0,0.0,268.0,0.0
CL00471,11,456,2,3,0,0,1,3,2,0.6363636363636364,0.18181818181818182,169.0909090909091,0.0
CL00472,17,671,6,3,3,0,3,0,1,0.7647058823529411,0.17647058823529413,147.47058823529412,1.0
CL00473,7,188,3,0,0,0,2,1,1,0.8571428571428571,0.0,102.57142857142857,0.0
CL00474,4,220,2,0,0,0,1,0,1,0.75,0.0,166.25,0.0
CL00475,15,866,3,6,3,0,2,1,0,0.8666666666666667,0.13333333333333333,207.86666666666667,0.5
CL00476,5,775,1,0,1,1,2,0,0,0.8,0.0,95.4,0.0
CL00477,10,990,1,1,1,0,5,0,1,0.9,0.0,191.6,1.0
CL00478,6,723,1,0,1,0,2,1,0,0.8333333333333334,0.16666666666666666,138.83333333333334,0.0
CL00479,12,542,1,4,3,0,2,0,2,0.5833333333333334,0.25,136.75,0.75
CL00480,14,867,7,2,1,0,0,1,1,0.8571428571428571,0.07142857142857142,100.35714285714286,0.5
CL00481,4,408,4,0,0,0,0,0,0,0.75,0.25,88.25,0.0
CL00482,22,196,6,1,5,0,5,1,4,0.6363636363636364,0.18181818181818182,164.1818181818182,5.0
CL00483,10,621,3,1,1,0,5,0,0,1.0,0.0,189.4,1.0
CL00484,6,783,2,2,1,0,0,0,1,0.8333333333333334,0.0,184.33333333333334,0.5
CL00485,18,898,7,1,1,0,6,1,1,0.6666666666666666,0.2777777777777778,194.5,1.0
CL00486,5,519,3,0,1,0,1,0,0,0.6,0.4,144.6,0.0
CL00487,9,479,6,2,0,0,1,0,0,0.8888888888888888,0.1111111111111111,155.22222222222223,0.0
CL00488,5,907,1,0,1,1,2,0,0,0.6,0.2,175.2,0.0
CL00489,13,774,3,1,1,1,1,2,3,0.5384615384615384,0.15384615384615385,169.15384615384616,1.0
CL00490,11,853,5,1,2,0,1,0,0,1.0,0.0,154.9090909090909,2.0
CL00491,4,221,1,0,0,0,2,0,1,0.5,0.25,186.5,0.0
CL00492,21,950,8,2,2,0,6,0,2,0.7142857142857143,0.19047619047619047,144.38095238095238,1.0
CL00493,6,606,0,3,1,0,2,0,0,0.6666666666666666,0.3333333333333333,118.83333333333333,0.3333333333333333
CL00494,4,537,1,0,0,0,1,1,0,1.0,0.0,340.5,0.0
CL00495,12,1058,4,1,1,0,5,1,0,0.8333333333333334,0.16666666666666666,169.5,1.0
CL00496,13,766,1,2,1,0,3,4,1,0.6153846153846154,0.3076923076923077,121.46153846153847,0.5
CL00497,6,760,2,1,1,0,1,0,0,0.8333333333333334,0.16666666666666666,187.0,1.0
CL00498,2,63,1,0,0,0,1,0,0,1.0,0.0,171.5,0.0
CL00499,9,1021,2,1,1,1,4,0,0,0.6666666666666666,0.2222222222222222,143.11111111111111,1.0
CL00500,13,867,4,0,3,0,2,1,3,0.6923076923076923,0.07692307692307693,162.3846153846154,0.0
CL00501,12,277,6,0,0,0,0,1,3,0.6666666666666666,0.08333333333333333,166.5,0.0
CL00502,3,229,1,1,0,0,1,0,0,0.6666666666666666,0.3333333333333333,226.66666666666666,0.0
CL00503,16,503,6,1,2,0,4,0,3,0.625,0.1875,165.625,2.0
CL00504,15,928,4,3,2,1,3,0,2,0.6,0.2,130.4,0.6666666666666666
CL00505,3,415,1,0,1,0,1,0,0,1.0,0.0,130.33333333333334,0.0
CL00506,12,708,4,0,1,0,3,0,3,0.5833333333333334,0.16666666666666666,180.66666666666666,0.0
CL00507,13,368,6,0,4,0,3,0,0,0.7692307692307693,0.23076923076923078,157.76923076923077,0.0
CL00508,25,365,5,4,7,1,5,0,1,0.88,0.04,149.16,1.75
CL00509,13,538,5,0,1,0,2,2,1,0.9230769230769231,0.0,109.15384615384616,0.0
CL00510,10,87,3,2,2,0,3,0,0,0.8,0.2,156.7,1.0
CL00511,18,543,6,0,2,0,5,0,2,0.8333333333333334,0.05555555555555555,202.38888888888889,0.0
CL00512,7,435,2,0,1,0,2,0,1,0.5714285714285714,0.2857142857142857,181.85714285714286,0.0
CL00513,12,564,2,3,1,1,2,1,2,0.6666666666666666,0.08333333333333333,205.33333333333334,0.3333333333333333
CL00514,9,206,3,2,0,1,2,0,1,0.6666666666666666,0.1111111111111111,119.77777777777777,0.0
CL00515,6,442,3,0,1,0,1,0,1,0.8333333333333334,0.0,346.6666666666667,0.0
CL00516,9,950,2,0,2,0,3,0,2,0.5555555555555556,0.2222222222222222,131.44444444444446,0.0
CL00517,13,427,1,1,4,1,1,3,1,0.7692307692307693,0.07692307692307693,188.07692307692307,4.0
CL00518,4,303,1,3,0,0,0,0,0,0.75,0.25,151.0,0.0
CL00519,7,144,3,1,1,0,2,0,0,0.5714285714285714,0.42857142857142855,233.71428571428572,1.0
CL00520,13,114,6,1,2,0,3,1,0,0.6923076923076923,0.3076923076923077,111.23076923076923,2.0
CL00521,7,1040,2,0,0,1,3,0,0,0.5714285714285714,0.2857142857142857,196.57142857142858,0.0
CL00522,6,472,1,2,0,0,1,1,1,0.6666666666666666,0.16666666666666666,196.83333333333334,0.0
CL00523,6,134,2,0,0,1,2,0,1,0.6666666666666666,0.0,141.66666666666666,0.0
CL00524,10,448,3,0,1,0,1,1,1,0.8,0.1,195.6,0.0
CL00525,8,373,2,2,1,0,0,2,0,0.875,0.125,205.75,0.5
CL00526,14,341,5,1,1,1,4,1,1,0.7857142857142857,0.07142857142857142,109.78571428571429,1.0
CL00527,13,840,4,1,3,1,2,0,1,0.6923076923076923,0.15384615384615385,217.46153846153845,3.0
CL00528,2,22,1,0,0,0,1,0,0,1.0,0.0,202.5,0.0
CL00529,14,612,2,3,1,1,4,1,1,0.8571428571428571,0.0,100.92857142857143,0.3333333333333333
CL00530,8,360,2,1,0,0,3,0,1,0.625,0.25,176.25,0.0
CL00531,8,274,4,0,1,0,1,0,2,0.75,0.0,114.75,0.0
CL00532,12,318,1,3,0,1,5,1,1,0.8333333333333334,0.0,157.75,0.0
CL00533,5,957,1,0,0,0,2,2,0,0.8,0.2,147.4,0.0
CL00534,5,324,2,0,1,1,1,0,0,0.6,0.2,88.6,0.0
CL00535,3,76,2,0,0,0,1,0,0,1.0,0.0,155.66666666666666,0.0
CL00536,4,570,0,0,1,0,2,0,0,1.0,0.0,249.5,0.0
CL00537,14,1099,1,2,4,0,4,0,3,0.7857142857142857,0.0,160.78571428571428,2.0
CL00538,14,899,4,2,2,0,4,2,0,0.7142857142857143,0.2857142857142857,173.85714285714286,1.0
CL00539,15,169,2,2,3,2,2,1,1,0.6666666666666666,0.13333333333333333,173.6,1.5
CL00540,8,860,4,0,1,0,1,0,2,0.625,0.125,180.75,0.0
CL00541,14,881,7,1,0,0,4,1,0,0.8571428571428571,0.14285714285714285,218.92857142857142,0.0
CL00542,5,485,1,0,1,0,2,0,1,0.8,0.0,176.4,0.0
CL00543,7,522,5,2,0,0,0,0,0,0.5714285714285714,0.42857142857142855,191.42857142857142,0.0
CL00544,24,154,5,4,3,0,6,1,4,0.75,0.08333333333333333,150.08333333333334,0.75
CL00545,12,1053,5,2,2,0,1,0,1,0.75,0.16666666666666666,192.91666666666666,1.0
CL00546,12,1012,3,2,3,0,3,0,1,0.8333333333333334,0.08333333333333333,250.75,1.5
CL00547,10,288,2,0,2,1,5,0,0,0.7,0.2,230.4,0.0
CL00548,15,251,8,3,0,0,1,1,2,0.6666666666666666,0.2,151.0,0.0
CL00549,5,708,1,1,2,1,0,0,0,0.4,0.4,179.0,2.0
CL00550,7,876,2,2,1,0,1,0,1,0.7142857142857143,0.14285714285714285,134.57142857142858,0.5
CL00551,11,121,1,4,2,0,2,0,0,0.9090909090909091,0.09090909090909091,162.63636363636363,0.5
CL00552,13,614,3,2,0,1,2,1,2,0.7692307692307693,0.0,153.46153846153845,0.0
CL00553,8,300,4,1,0,1,2,0,0,0.875,0.0,203.25,0.0
CL00554,16,899,4,0,4,0,4,0,4,0.5625,0.1875,184.625,0.0
CL00555,7,347,3,0,1,0,0,0,1,0.8571428571428571,0.0,180.71428571428572,0.0
CL00556,5,214,1,1,1,0,0,0,1,0.4,0.4,170.0,1.0
CL00557,3,248,1,2,0,0,0,0,0,0.6666666666666666,0.3333333333333333,184.0,0.0
CL00558,8,691,2,0,1,0,3,1,1,0.75,0.125,142.375,0.0
CL00559,13,705,1,4,6,0,1,0,1,0.8461538461538461,0.07692307692307693,143.07692307692307,1.5
CL00560,5,992,1,0,1,0,1,1,1,0.8,0.0,177.4,0.0
CL00561,10,665,2,0,1,1,4,0,0,0.7,0.2,133.5,0.0
CL00562,6,577,0,1,2,0,3,0,0,1.0,0.0,179.0,2.0
CL00563,7,419,1,1,1,0,3,0,0,0.7142857142857143,0.2857142857142857,114.71428571428571,1.0
CL00564,6,484,2,0,0,1,2,0,0,0.6666666666666666,0.16666666666666666,159.16666666666666,0.0
CL00565,6,863,1,0,2,0,3,0,0,1.0,0.0,112.33333333333333,0.0
CL00566,12,1099,6,2,1,0,2,0,1,0.9166666666666666,0.0,129.41666666666666,0.5
CL00567,4,394,1,0,0,0,1,1,1,0.75,0.0,173.0,0.0
CL00568,16,226,4,2,4,0,3,1,2,0.6875,0.1875,140.0625,2.0
CL00569,13,237,2,3,1,0,3,1,2,0.8461538461538461,0.0,113.3076923076923,0.3333333333333333
CL00570,10,268,1,2,1,0,2,0,0,0.8,0.2,183.8,0.5
CL00571,6,891,2,1,0,0,1,0,1,0.3333333333333333,0.5,155.83333333333334,0.0
CL00572,3,453,1,0,1,0,0,0,1,0.6666666666666666,0.0,84.33333333333333,0.0
CL00573,11,166,6,0,1,1,2,0,1,0.7272727272727273,0.09090909090909091,99.45454545454545,0.0
CL00574,8,344,2,0,0,0,1,1,3,0.625,0.0,152.375,0.0
CL00575,11,688,4,0,1,0,3,1,2,0.8181818181818182,0.0,142.9090909090909,0.0
CL00576,11,864,1,2,2,1,3,1,0,0.7272727272727273,0.18181818181818182,163.8181818181818,1.0
CL00577,2,107,0,0,1,0,1,0,0,1.0,0.0,142.0,0.0
CL00578,11,883,2,1,2,0,2,1,2,0.7272727272727273,0.09090909090909091,137.0,2.0
CL00579,6,616,2,1,1,0,1,0,1,0.8333333333333334,0.0,215.16666666666666,1.0
CL00580,9,789,1,2,3,0,1,0,2,0.7777777777777778,0.0,209.55555555555554,1.5
CL00581,6,818,2,1,0,1,1,0,1,0.6666666666666666,0.0,161.33333333333334,0.0
CL00582,11,77,2,1,0,0,2,2,3,0.6363636363636364,0.09090909090909091,116.18181818181819,0.0
CL00583,8,284,4,2,1,0,0,0,0,0.875,0.125,185.0,0.5
CL00584,15,978,5,2,0,1,4,1,0,0.8,0.13333333333333333,159.93333333333334,0.0
CL00585,14,993,6,4,0,0,2,0,1,0.9285714285714286,0.0,151.42857142857142,0.0
CL00586,6,503,3,1,1,1,0,0,0,0.8333333333333334,0.0,245.0,1.0
CL00587,17,972,4,5,2,0,3,0,1,0.9411764705882353,0.0,161.1764705882353,0.4
CL00588,3,223,2,0,0,0,1,0,0,0.6666666666666666,0.3333333333333333,191.66666666666666,0.0
CL00589,7,129,2,0,1,0,2,1,1,0.8571428571428571,0.0,122.57142857142857,0.0
CL00590,12,309,2,3,0,1,3,1,0,0.75,0.16666666666666666,195.41666666666666,0.0
CL00591,11,702,1,0,4,0,3,1,1,0.8181818181818182,0.09090909090909091,117.72727272727273,0.0
CL00592,6,783,2,0,2,0,0,1,1,0.8333333333333334,0.0,141.83333333333334,0.0
CL00593,26,932,8,4,4,3,4,1,2,0.6923076923076923,0.11538461538461539,180.30769230769232,1.0
CL00594,17,370,10,2,1,0,3,0,1,0.7058823529411765,0.23529411764705882,206.52941176470588,0.5
CL00595,1,1,0,0,0,0,0,0,1,0.0,0.0,116.0,0.0
CL00596,7,419,3,0,1,0,3,0,0,0.8571428571428571,0.14285714285714285,171.0,0.0
CL00597,10,361,3,1,0,0,3,1,1,0.8,0.1,152.5,0.0
CL00598,14,826,3,1,2,2,4,0,2,0.5714285714285714,0.14285714285714285,121.07142857142857,2.0
CL00599,11,592,2,3,3,0,1,1,1,0.9090909090909091,0.0,172.8181818181818,1.0
CL00600,11,149,2,2,2,2,1,0,2,0.6363636363636364,0.0,188.45454545454547,1.0
CL00601,7,747,3,0,1,0,2,1,0,0.5714285714285714,0.42857142857142855,164.71428571428572,0.0
CL00602,3,64,2,0,0,0,0,0,0,0.3333333333333333,0.6666666666666666,132.66666666666666,0.0
