credito_id,cliente_id,fecha_desembolso,producto_credito,monto_credito,plazo_meses,tasa_interes_mensual,valor_cuota_pactada,canal_originacion,score_interno_originacion,relacion_cuota_ingreso,politica_aprobacion,estado_credito_operativo,tasa_outlier,mora_30,max_dias_mora_6m,pct_pagadas_tiempo,n_cuotas_con_mora,fecha_registro,departamento,ciudad,edad,genero,estrato,nivel_educativo,ocupacion,ingreso_mensual_estimado,canal_adquisicion,score_externo,tiene_producto_ahorro,numero_dependientes,dispositivo_principal,email_hash,score_externo_nulo,edad_sospechosa,total_eventos,dias_activo,logins,pagos_iniciados,pagos_exitosos,pagos_fallidos,consultas_saldo,simulaciones_credito,solicitudes_soporte,pct_exitosos,pct_abandonados,sesion_promedio_seg,tasa_conversion_pago,prob_mora,banda_riesgo
CR000387,CL00354,2025-05-30,Crédito consumo digital,1950000,9,0.0309,252000,App,844,0.0881,Automática,Finalizado,0,0,0,1.0,0,2025-09-14,Bogotá D.C.,Bogotá,34,F,3,Bachiller,Independiente,2860000.0,App orgánico,631.0,True,3,Android,hash_411896,0,0,9,204,4,1,1,0,2,0,0,0.7777777777777778,0.2222222222222222,190.11111111111111,1.0,0.2627247688727954,"Medio
(15-35%)"
CR000388,CL00355,2025-03-06,Crédito consumo digital,1600000,18,0.0311,117000,Call center,891,0.06,Automática,Activo,0,0,0,1.0,0,2024-12-30,Bogotá D.C.,Bogotá,36,M,3,Universitario,Empleado,1950000.0,App orgánico,646.0,False,0,iOS,hash_760601,0,0,9,430,4,0,3,1,0,0,1,0.7777777777777778,0.0,77.33333333333333,0.0,0.2059541451899018,"Medio
(15-35%)"
CR000389,CL00356,2025-11-13,Crédito consumo digital,1250000,18,0.0303,91000,Aliado,820,0.0446,Automática,Activo,0,0,0,0.8333333333333334,0,2023-11-23,Bogotá D.C.,Bogotá,26,F,4,Sin información,Comerciante,2040000.0,Referido,545.0,False,1,iOS,hash_759510,0,0,8,733,1,2,1,1,1,0,1,0.625,0.125,178.375,0.5,0.46561219810589166,"Alto
(35-60%)"
CR000390,CL00357,2025-06-25,Crédito libre inversión,950000,3,0.0258,333000,Aliado,719,0.2622,Automática,Finalizado,0,0,5,0.3333333333333333,2,2023-03-03,Cundinamarca,Soacha,36,M,2,Técnico/Tecnólogo,Conductor/Repartidor,1270000.0,Campaña digital,434.0,False,0,iOS,hash_986146,0,0,12,880,5,2,0,0,2,0,2,0.6666666666666666,0.1666666666666666,159.16666666666666,0.0,0.652337699011545,"Muy alto
(> 60%)"
CR000391,CL00357,2024-10-17,Microcrédito,1050000,12,0.0269,104000,Web,740,0.0819,Automática,Mora severa,0,1,86,0.3333333333333333,4,2023-03-03,Cundinamarca,Soacha,36,M,2,Técnico/Tecnólogo,Conductor/Repartidor,1270000.0,Campaña digital,434.0,False,0,iOS,hash_986146,0,0,12,880,5,2,0,0,2,0,2,0.6666666666666666,0.1666666666666666,159.16666666666666,0.0,0.693557734720243,"Muy alto
(> 60%)"
CR000392,CL00358,2024-02-24,Microcrédito,8050000,9,0.0333,1050000,App,878,0.3088,Automática,Finalizado,0,0,0,1.0,0,2024-01-15,Bogotá D.C.,Bogotá,33,M,3,Universitario,Empleado,3400000.0,Call center,598.0,False,3,iOS,hash_196748,0,0,11,758,5,1,2,1,1,0,0,0.8181818181818182,0.0909090909090909,220.8181818181818,2.0,0.4083957883356348,"Alto
(35-60%)"
CR000394,CL00362,2024-10-25,Avance de nómina,800000,12,0.0244,78000,App,820,0.0438,Automática,Mora severa,0,1,82,0.5,3,2024-10-05,Cundinamarca,Soacha,51,M,4,Universitario,Conductor/Repartidor,1780000.0,Referido,479.0,False,4,Android,hash_726776,0,0,10,469,3,1,0,1,3,1,0,0.6,0.3,265.4,0.0,0.6300414299241587,"Muy alto
(> 60%)"
CR000395,CL00363,2024-08-01,Crédito libre inversión,2950000,6,0.0202,527000,Aliado,900,0.1514,Automática,Finalizado,0,0,0,1.0,0,2024-01-12,Bogotá D.C.,Bogotá,35,M,3,Técnico/Tecnólogo,Microempresario,3480000.0,App orgánico,661.0,False,1,Android,hash_707871,0,0,18,766,9,4,1,0,2,0,2,0.7777777777777778,0.1111111111111111,115.94444444444444,0.25,0.2432413672916624,"Medio
(15-35%)"
CR000396,CL00363,2024-02-13,Avance de nómina,1700000,12,0.0214,162000,Aliado,900,0.0466,Automática,Finalizado,0,0,0,1.0,0,2024-01-12,Bogotá D.C.,Bogotá,35,M,3,Técnico/Tecnólogo,Microempresario,3480000.0,App orgánico,661.0,False,1,Android,hash_707871,0,0,18,766,9,4,1,0,2,0,2,0.7777777777777778,0.1111111111111111,115.94444444444444,0.25,0.19897390792391328,"Medio
(15-35%)"
CR000397,CL00364,2026-02-13,Crédito consumo digital,2250000,6,0.0323,418000,App,884,0.1614,Automática,Activo,0,0,0,0.6666666666666666,0,2025-01-05,Cundinamarca,Soacha,40,M,3,Sin información,Conductor/Repartidor,2590000.0,App orgánico,530.0,False,0,Android,hash_373363,0,0,16,466,5,1,3,1,2,0,3,0.75,0.0,150.375,3.0,0.4746188962564243,"Alto
(35-60%)"
CR000399,CL00366,2026-01-06,Avance de nómina,1200000,12,0.0214,114000,App,897,0.0432,Automática,Activo,0,0,0,0.75,0,2025-07-01,Valle del Cauca,Cali,32,F,2,Posgrado,Comerciante,2640000.0,Campaña digital,662.0,False,0,Web,hash_865372,0,0,7,182,4,0,0,0,0,2,1,0.8571428571428571,0.0,282.1428571428572,0.0,0.1378914007041143,"Bajo
(< 15%)"
CR000400,CL00366,2025-10-23,Crédito consumo digital,1750000,18,0.0321,130000,Web,877,0.0492,Automática,Activo,0,0,0,1.0,0,2025-07-01,Valle del Cauca,Cali,32,F,2,Posgrado,Comerciante,2640000.0,Campaña digital,662.0,False,0,Web,hash_865372,0,0,7,182,4,0,0,0,0,2,1,0.8571428571428571,0.0,282.1428571428572,0.0,0.13675774523933815,"Bajo
(< 15%)"
CR000401,CL00368,2025-11-17,Microcrédito,2300000,12,0.0428,249000,Web,571,0.1215,Manual,Activo,0,0,13,0.8,1,2024-07-29,Cundinamarca,Soacha,36,F,2,Universitario,Comerciante,2050000.0,Call center,588.0,False,3,Android,hash_139080,1,0,7,440,5,1,1,0,0,0,0,0.7142857142857143,0.2857142857142857,164.85714285714286,1.0,0.560709265930329,"Alto
(35-60%)"
CR000402,CL00369,2025-12-28,Crédito consumo digital,1250000,12,0.0363,130000,App,795,0.0588,Automática,Activo,0,0,0,1.0,0,2024-01-30,Bolívar,Cartagena,37,M,3,Universitario,Empleado,2210000.0,Campaña digital,569.0,False,0,Web,hash_593197,0,0,16,741,3,3,0,1,6,1,1,0.75,0.125,188.5625,0.0,0.38473869505288205,"Alto
(35-60%)"
CR000403,CL00369,2025-02-07,Crédito libre inversión,3550000,9,0.0277,451000,Web,816,0.2041,Automática,Mora moderada,0,1,38,0.5,3,2024-01-30,Bolívar,Cartagena,37,M,3,Universitario,Empleado,2210000.0,Campaña digital,569.0,False,0,Web,hash_593197,0,0,16,741,3,3,0,1,6,1,1,0.75,0.125,188.5625,0.0,0.6605530207634441,"Muy alto
(> 60%)"
CR000404,CL00369,2024-09-10,Avance de nómina,850000,9,0.0261,107000,Aliado,900,0.0484,Automática,Finalizado,0,0,0,1.0,0,2024-01-30,Bolívar,Cartagena,37,M,3,Universitario,Empleado,2210000.0,Campaña digital,569.0,False,0,Web,hash_593197,0,0,16,741,3,3,0,1,6,1,1,0.75,0.125,188.5625,0.0,0.30440173292720446,"Medio
(15-35%)"
CR000406,CL00372,2024-07-11,Crédito consumo digital,1700000,9,0.033,221000,Aliado,900,0.0505,Automática,Finalizado,0,0,0,1.0,0,2023-07-24,Valle del Cauca,Cali,41,F,2,Universitario,Empleado,4380000.0,App orgánico,707.0,True,4,Web,hash_760899,0,0,11,768,2,2,2,2,2,1,0,0.6363636363636364,0.1818181818181818,156.0909090909091,1.0,0.115942796642499,"Bajo
(< 15%)"
CR000407,CL00374,2024-05-02,Crédito libre inversión,1700000,18,0.0171,110000,Web,566,0.0618,Manual,Finalizado,0,0,24,0.8333333333333334,1,2024-01-05,Atlántico,Barranquilla,46,F,1,Universitario,Conductor/Repartidor,1780000.0,Referido,588.0,False,4,iOS,hash_910586,1,0,6,477,1,0,3,0,1,0,1,0.5,0.3333333333333333,194.33333333333331,0.0,0.5549745990943868,"Alto
(35-60%)"
CR000408,CL00375,2023-04-11,Microcrédito,3200000,12,0.0251,312000,App,851,0.1345,Automática,Mora severa,0,1,106,0.6666666666666666,2,2023-03-25,Atlántico,Barranquilla,58,F,4,Técnico/Tecnólogo,Conductor/Repartidor,2320000.0,App orgánico,603.0,False,0,Web,hash_576186,0,0,14,951,5,2,1,0,1,2,0,0.8571428571428571,0.1428571428571428,192.2142857142857,0.5,0.5339068033627832,"Alto
(35-60%)"
CR000409,CL00375,2023-08-07,Microcrédito,2700000,6,0.0374,511000,App,787,0.2203,Automática,Mora moderada,0,1,55,0.5,3,2023-03-25,Atlántico,Barranquilla,58,F,4,Técnico/Tecnólogo,Conductor/Repartidor,2320000.0,App orgánico,603.0,False,0,Web,hash_576186,0,0,14,951,5,2,1,0,1,2,0,0.8571428571428571,0.1428571428571428,192.2142857142857,0.5,0.5985455606786341,"Alto
(35-60%)"
CR000410,CL00376,2024-06-26,Avance de nómina,450000,12,0.029,45000,Call center,883,0.015,Automática,Finalizado,0,0,0,1.0,0,2023-03-12,Santander,Bucaramanga,28,M,3,Sin información,Empleado,3010000.0,App orgánico,566.0,False,2,Android,hash_527195,0,0,22,1076,7,2,5,1,2,0,3,0.6363636363636364,0.1818181818181818,145.86363636363637,2.5,0.36437628448258963,"Alto
(35-60%)"
CR000411,CL00376,2025-08-11,Crédito consumo digital,800000,9,0.0319,104000,Aliado,790,0.0346,Automática,Activo,0,0,0,1.0,0,2023-03-12,Santander,Bucaramanga,28,M,3,Sin información,Empleado,3010000.0,App orgánico,566.0,False,2,Android,hash_527195,0,0,22,1076,7,2,5,1,2,0,3,0.6363636363636364,0.1818181818181818,145.86363636363637,2.5,0.4384942527241696,"Alto
(35-60%)"
CR000412,CL00376,2023-05-02,Crédito libre inversión,1750000,3,0.0196,606000,Aliado,860,0.2013,Automática,Finalizado,0,0,0,1.0,0,2023-03-12,Santander,Bucaramanga,28,M,3,Sin información,Empleado,3010000.0,App orgánico,566.0,False,2,Android,hash_527195,0,0,22,1076,7,2,5,1,2,0,3,0.6363636363636364,0.1818181818181818,145.86363636363637,2.5,0.4220196664762748,"Alto
(35-60%)"
CR000414,CL00378,2026-01-06,Crédito consumo digital,900000,12,0.0225,86000,Aliado,704,0.0497,Automática,Activo,0,0,24,0.5,1,2024-10-02,Antioquia,Medellín,38,M,1,Técnico/Tecnólogo,Independiente,1730000.0,Campaña digital,471.0,False,2,Android,hash_657647,0,0,14,483,7,1,3,0,1,0,0,0.7142857142857143,0.2857142857142857,129.57142857142858,3.0,0.5900076546511432,"Alto
(35-60%)"
CR000415,CL00378,2026-01-18,Crédito libre inversión,1800000,3,0.017,621000,Web,677,0.359,Manual,Mora moderada,0,1,43,0.6666666666666666,1,2024-10-02,Antioquia,Medellín,38,M,1,Técnico/Tecnólogo,Independiente,1730000.0,Campaña digital,471.0,False,2,Android,hash_657647,0,0,14,483,7,1,3,0,1,0,0,0.7142857142857143,0.2857142857142857,129.57142857142858,3.0,0.6772195374086327,"Muy alto
(> 60%)"
CR000416,CL00379,2024-10-31,Crédito libre inversión,2950000,9,0.0246,369000,Web,873,0.0979,Automática,Mora moderada,0,0,11,0.8333333333333334,1,2024-08-10,Atlántico,Barranquilla,58,M,2,Universitario,Empleado,3770000.0,Aliado comercial,731.0,False,1,Android,hash_129717,0,0,9,592,4,1,0,0,2,0,0,1.0,0.0,135.22222222222223,0.0,0.18440279799985315,"Medio
(15-35%)"
CR000417,CL00380,2025-11-24,Crédito consumo digital,2700000,9,0.0341,353000,App,786,0.1293,Automática,Activo,0,0,0,1.0,0,2025-09-05,Bogotá D.C.,Bogotá,28,F,2,Bachiller,Empleado,2730000.0,Aliado comercial,573.0,True,3,Android,hash_691058,0,0,17,224,8,2,2,1,1,1,1,0.7647058823529411,0.1176470588235294,181.11764705882356,1.0,0.46392036847805423,"Alto
(35-60%)"
CR000418,CL00380,2025-10-23,Crédito libre inversión,3000000,6,0.018,532000,App,867,0.1949,Automática,Finalizado,0,0,0,1.0,0,2025-09-05,Bogotá D.C.,Bogotá,28,F,2,Bachiller,Empleado,2730000.0,Aliado comercial,573.0,True,3,Android,hash_691058,0,0,17,224,8,2,2,1,1,1,1,0.7647058823529411,0.1176470588235294,181.11764705882356,1.0,0.4088348618511332,"Alto
(35-60%)"
CR000420,CL00381,2023-11-22,Crédito consumo digital,900000,9,0.0223,111000,Aliado,747,0.073,Automática,Mora severa,0,0,28,0.5,3,2023-03-01,Cundinamarca,Soacha,28,F,3,Universitario,Independiente,1520000.0,Campaña digital,503.0,True,3,Android,hash_881675,0,0,10,869,5,0,1,0,3,0,1,0.7,0.2,202.1,0.0,0.5886868450115312,"Alto
(35-60%)"
CR000421,CL00382,2025-09-27,Crédito libre inversión,6800000,3,0.0339,2422000,App,900,0.3387,Automática,Finalizado,0,0,0,1.0,0,2025-03-02,Bogotá D.C.,Bogotá,30,F,4,Universitario,Empleado,7150000.0,Aliado comercial,730.0,True,0,Android,hash_611984,0,0,11,418,3,3,0,1,2,0,1,0.6363636363636364,0.1818181818181818,119.1818181818182,0.0,0.2517545823470148,"Medio
(15-35%)"
CR000422,CL00383,2025-07-18,Microcrédito,3350000,9,0.0324,435000,App,869,0.1154,Automática,Mora moderada,0,0,5,0.8333333333333334,1,2023-08-07,Atlántico,Barranquilla,19,M,3,Sin información,Independiente,3770000.0,Campaña digital,500.0,False,1,Android,hash_272905,0,0,15,833,2,2,3,0,4,0,2,0.7333333333333333,0.1333333333333333,141.53333333333333,1.5,0.5652873159683662,"Alto
(35-60%)"
CR000423,CL00383,2026-01-02,Crédito consumo digital,1350000,9,0.0356,178000,Web,795,0.0472,Automática,Activo,0,0,0,0.75,0,2023-08-07,Atlántico,Barranquilla,19,M,3,Sin información,Independiente,3770000.0,Campaña digital,500.0,False,1,Android,hash_272905,0,0,15,833,2,2,3,0,4,0,2,0.7333333333333333,0.1333333333333333,141.53333333333333,1.5,0.46002268140142905,"Alto
(35-60%)"
CR000424,CL00384,2025-05-22,Crédito consumo digital,4150000,18,0.0323,308000,Aliado,877,0.0725,Automática,Activo,0,0,0,1.0,0,2025-12-27,Valle del Cauca,Cali,31,F,5,Bachiller,Microempresario,4250000.0,Aliado comercial,611.0,True,1,Android,hash_933410,0,0,16,78,3,1,3,1,3,1,1,0.875,0.0,169.3125,3.0,0.2298028683416587,"Medio
(15-35%)"
CR000425,CL00384,2026-02-13,Microcrédito,2950000,12,0.0289,294000,App,900,0.0692,Automática,Activo,0,0,0,0.6666666666666666,0,2025-12-27,Valle del Cauca,Cali,31,F,5,Bachiller,Microempresario,4250000.0,Aliado comercial,611.0,True,1,Android,hash_933410,0,0,16,78,3,1,3,1,3,1,1,0.875,0.0,169.3125,3.0,0.24292152454128577,"Medio
(15-35%)"
CR000426,CL00385,2026-01-13,Crédito consumo digital,1300000,12,0.0269,128000,Aliado,848,0.0604,Automática,Activo,0,0,0,0.75,0,2023-08-07,Atlántico,Barranquilla,28,M,2,Posgrado,Conductor/Repartidor,2120000.0,App orgánico,565.0,False,0,iOS,hash_951112,0,0,4,616,1,0,0,0,2,0,1,0.75,0.0,228.75,0.0,0.3807508905325432,"Alto
(35-60%)"
CR000427,CL00386,2024-03-09,Crédito consumo digital,2100000,6,0.0237,380000,Web,780,0.1467,Automática,Mora severa,0,1,117,0.5,3,2024-02-15,Antioquia,Medellín,38,M,4,Técnico/Tecnólogo,Conductor/Repartidor,2590000.0,Campaña digital,473.0,False,1,Android,hash_575881,0,0,14,757,3,2,3,1,4,1,0,0.7857142857142857,0.1428571428571428,201.42857142857144,1.5,0.6590292346992372,"Muy alto
(> 60%)"
CR000428,CL00386,2025-10-15,Crédito consumo digital,1150000,18,0.036,88000,App,794,0.034,Automática,Mora moderada,0,0,30,0.6666666666666666,2,2024-02-15,Antioquia,Medellín,38,M,4,Técnico/Tecnólogo,Conductor/Repartidor,2590000.0,Campaña digital,473.0,False,1,Android,hash_575881,0,0,14,757,3,2,3,1,4,1,0,0.7857142857142857,0.1428571428571428,201.42857142857144,1.5,0.4904492212634494,"Alto
(35-60%)"
CR000429,CL00387,2025-12-26,Crédito libre inversión,3700000,6,0.028,678000,App,679,0.2638,Automática,Mora moderada,0,1,39,0.25,3,2025-09-08,Bogotá D.C.,Bogotá,39,M,2,Universitario,Comerciante,2640000.0,Campaña digital,469.0,False,2,iOS,hash_385916,0,0,6,176,1,1,2,0,2,0,0,1.0,0.0,181.5,2.0,0.6324780727755218,"Muy alto
(> 60%)"
CR000430,CL00389,2025-08-31,Crédito libre inversión,6650000,24,0.0221,360000,App,877,0.1682,Automática,Activo,0,0,0,1.0,0,2025-01-05,Cundinamarca,Soacha,46,No informa,1,Técnico/Tecnólogo,Empleado,2140000.0,Referido,670.0,False,0,iOS,hash_987766,0,0,7,403,1,1,1,0,3,1,0,1.0,0.0,202.7142857142857,1.0,0.22584098247791132,"Medio
(15-35%)"
CR000431,CL00390,2024-11-02,Avance de nómina,1050000,6,0.0291,193000,Aliado,900,0.039,Automática,Finalizado,0,0,0,1.0,0,2024-05-27,Cundinamarca,Soacha,30,M,6,Posgrado,Empleado,4950000.0,Referido,702.0,False,0,Android,hash_834303,0,0,11,556,2,3,1,0,3,0,2,0.8181818181818182,0.0,146.0,0.3333333333333333,0.15516243074156935,"Medio
(15-35%)"
CR000432,CL00391,2025-07-12,Avance de nómina,350000,6,0.0195,62000,App,797,0.0323,Automática,Finalizado,0,0,5,0.8333333333333334,1,2024-12-21,Risaralda,Pereira,27,M,3,Bachiller,Independiente,1920000.0,Referido,568.0,False,2,Android,hash_641428,0,0,10,443,3,0,2,0,3,0,0,0.8,0.2,172.6,0.0,0.49657315936454766,"Alto
(35-60%)"
CR000434,CL00394,2025-11-16,Crédito consumo digital,1950000,12,0.0294,195000,Aliado,727,0.1147,Automática,Activo,0,0,0,1.0,0,2024-09-30,Bogotá D.C.,Bogotá,54,F,3,Universitario,Estudiante,1700000.0,Campaña digital,585.0,True,4,iOS,hash_519627,0,0,18,482,7,3,0,1,5,0,2,0.7777777777777778,0.0555555555555555,130.61111111111111,0.0,0.449982284863663,"Alto
(35-60%)"
CR000435,CL00394,2025-10-22,Crédito consumo digital,1350000,9,0.0309,174000,Web,769,0.1024,Automática,Activo,0,0,4,0.8333333333333334,1,2024-09-30,Bogotá D.C.,Bogotá,54,F,3,Universitario,Estudiante,1700000.0,Campaña digital,585.0,True,4,iOS,hash_519627,0,0,18,482,7,3,0,1,5,0,2,0.7777777777777778,0.0555555555555555,130.61111111111111,0.0,0.42866119692016136,"Alto
(35-60%)"
CR000436,CL00395,2025-09-11,Crédito libre inversión,4650000,12,0.0228,447000,App,803,0.1437,Automática,Activo,0,0,17,0.8333333333333334,1,2023-05-10,Bogotá D.C.,Bogotá,48,F,1,Bachiller,Empleado,3110000.0,App orgánico,593.0,True,3,Android,hash_806376,0,0,22,1009,5,4,4,0,3,2,3,0.7272727272727273,0.1363636363636363,157.77272727272728,1.0,0.3828842491010393,"Alto
(35-60%)"
CR000437,CL00395,2024-02-22,Crédito consumo digital,1550000,9,0.0352,204000,Web,834,0.0656,Automática,Finalizado,0,0,0,1.0,0,2023-05-10,Bogotá D.C.,Bogotá,48,F,1,Bachiller,Empleado,3110000.0,App orgánico,593.0,True,3,Android,hash_806376,0,0,22,1009,5,4,4,0,3,2,3,0.7272727272727273,0.1363636363636363,157.77272727272728,1.0,0.23555097778350478,"Medio
(15-35%)"
CR000438,CL00395,2025-03-28,Crédito consumo digital,1950000,9,0.0329,254000,App,842,0.0817,Automática,Finalizado,0,0,6,0.6666666666666666,2,2023-05-10,Bogotá D.C.,Bogotá,48,F,1,Bachiller,Empleado,3110000.0,App orgánico,593.0,True,3,Android,hash_806376,0,0,22,1009,5,4,4,0,3,2,3,0.7272727272727273,0.1363636363636363,157.77272727272728,1.0,0.27719131641798056,"Medio
(15-35%)"
CR000440,CL00398,2025-07-24,Crédito consumo digital,550000,12,0.0278,55000,App,719,0.1222,Automática,Mora severa,0,0,7,0.8333333333333334,1,2025-04-20,Antioquia,Medellín,50,F,1,Universitario,Desempleado,450000.0,App orgánico,465.0,False,1,Android,hash_299330,0,0,4,160,1,2,0,0,1,0,0,0.75,0.25,213.25,0.0,0.6771585198736462,"Muy alto
(> 60%)"
CR000441,CL00399,2025-01-03,Microcrédito,1100000,6,0.0346,206000,App,798,0.1177,Automática,Mora moderada,0,1,59,0.8333333333333334,1,2024-09-16,Valle del Cauca,Cali,35,M,2,Técnico/Tecnólogo,Independiente,1750000.0,Aliado comercial,588.0,False,1,Android,hash_427597,0,0,13,511,5,1,2,1,2,1,1,0.7692307692307693,0.0769230769230769,164.53846153846155,2.0,0.5508933127691679,"Alto
(35-60%)"
CR000442,CL00399,2025-01-03,Crédito consumo digital,1350000,18,0.0367,104000,App,829,0.0594,Automática,Mora severa,0,0,0,1.0,0,2024-09-16,Valle del Cauca,Cali,35,M,2,Técnico/Tecnólogo,Independiente,1750000.0,Aliado comercial,588.0,False,1,Android,hash_427597,0,0,13,511,5,1,2,1,2,1,1,0.7692307692307693,0.0769230769230769,164.53846153846155,2.0,0.40115995044590164,"Alto
(35-60%)"
CR000443,CL00400,2025-07-30,Crédito consumo digital,1850000,12,0.0258,181000,App,900,0.087,Automática,Activo,0,0,0,1.0,0,2024-10-05,Bogotá D.C.,Bogotá,48,M,4,Bachiller,Empleado,2080000.0,App orgánico,701.0,False,1,Web,hash_751712,0,0,5,320,2,1,0,0,1,0,1,0.8,0.0,113.4,0.0,0.19692193433885152,"Medio
(15-35%)"
CR000444,CL00401,2025-02-12,Crédito libre inversión,6000000,3,0.0312,2126000,App,708,0.9325,Excepción,Finalizado,0,0,11,0.3333333333333333,2,2024-05-24,Bogotá D.C.,Bogotá,20,F,3,Posgrado,Empleado,2280000.0,App orgánico,555.0,True,0,Web,hash_332459,0,0,17,501,4,3,2,0,4,1,2,0.7647058823529411,0.1176470588235294,110.70588235294116,0.6666666666666666,0.5774561484617287,"Alto
(35-60%)"
CR000446,CL00402,2025-12-18,Avance de nómina,1400000,9,0.0284,178000,App,827,0.048,Automática,Activo,0,0,0,1.0,0,2025-10-27,Santander,Bucaramanga,30,M,2,Universitario,Microempresario,3710000.0,App orgánico,548.0,False,0,Web,hash_992008,0,0,12,173,3,2,1,0,2,1,2,0.5833333333333334,0.25,154.0,0.5,0.33546858023862597,"Medio
(15-35%)"
CR000448,CL00405,2025-10-03,Crédito libre inversión,1950000,6,0.0243,353000,App,798,0.1374,Automática,Mora moderada,0,1,56,0.8333333333333334,1,2023-05-08,Cundinamarca,Soacha,31,M,3,Técnico/Tecnólogo,Independiente,2570000.0,Campaña digital,604.0,True,0,iOS,hash_329707,0,0,10,975,3,1,1,0,4,0,0,0.9,0.1,139.3,1.0,0.5109079898190683,"Alto
(35-60%)"
CR000449,CL00406,2023-07-09,Crédito consumo digital,950000,6,0.12,176000,Call center,854,0.0765,Automática,Finalizado,1,0,0,1.0,0,2023-04-09,Antioquia,Medellín,42,F,4,Universitario,Empleado,2300000.0,Campaña digital,643.0,True,2,Android,hash_367885,0,0,13,1086,3,0,3,0,4,1,1,0.9230769230769232,0.0,220.53846153846155,0.0,0.22760249544543323,"Medio
(15-35%)"
CR000450,CL00406,2024-07-27,Crédito consumo digital,3300000,3,0.0344,1177000,App,836,0.5117,Manual,Finalizado,0,0,0,1.0,0,2023-04-09,Antioquia,Medellín,42,F,4,Universitario,Empleado,2300000.0,Campaña digital,643.0,True,2,Android,hash_367885,0,0,13,1086,3,0,3,0,4,1,1,0.9230769230769232,0.0,220.53846153846155,0.0,0.2860082437586982,"Medio
(15-35%)"
CR000451,CL00407,2025-05-14,Microcrédito,1500000,12,0.0352,155000,App,783,0.0622,Automática,Activo,0,0,0,1.0,0,2024-12-08,Antioquia,Medellín,25,M,3,Sin información,Empleado,2490000.0,Campaña digital,548.0,False,0,Android,hash_904253,0,0,7,224,1,0,0,0,6,0,0,0.8571428571428571,0.1428571428571428,105.57142857142856,0.0,0.4365925786519803,"Alto
(35-60%)"
CR000452,CL00408,2025-07-10,Crédito consumo digital,1250000,6,0.0319,232000,App,884,0.072,Automática,Finalizado,0,0,16,0.8333333333333334,1,2025-05-08,Bogotá D.C.,Bogotá,35,M,4,Técnico/Tecnólogo,Pensionado,3220000.0,Aliado comercial,588.0,True,0,Android,hash_243452,0,0,5,208,4,0,0,0,1,0,0,1.0,0.0,196.8,0.0,0.23544985857790773,"Medio
(15-35%)"
CR000453,CL00410,2024-10-13,Microcrédito,3550000,12,0.0359,369000,Call center,804,0.1157,Automática,Finalizado,0,0,6,0.8333333333333334,1,2024-06-18,Valle del Cauca,Cali,41,F,1,Universitario,Microempresario,3190000.0,Call center,546.0,True,1,Android,hash_491342,0,0,6,443,1,0,2,0,2,0,0,0.8333333333333334,0.1666666666666666,90.83333333333331,0.0,0.39348408199729124,"Alto
(35-60%)"
CR000454,CL00411,2025-09-01,Crédito consumo digital,4050000,3,0.0303,1433000,App,900,0.2334,Automática,Finalizado,0,0,0,1.0,0,2025-04-14,Bogotá D.C.,Bogotá,43,F,4,Bachiller,Empleado,6140000.0,Campaña digital,816.0,True,0,iOS,hash_280564,0,0,13,298,3,1,1,1,4,1,2,0.5384615384615384,0.2307692307692307,134.69230769230768,1.0,0.2008915222531396,"Medio
(15-35%)"
CR000455,CL00412,2026-01-15,Crédito consumo digital,800000,6,0.029,147000,App,873,0.0782,Automática,Activo,0,0,0,0.75,0,2025-09-21,Bogotá D.C.,Bogotá,25,F,2,Bachiller,Microempresario,1880000.0,App orgánico,545.0,False,0,Android,hash_750101,0,0,13,210,2,2,3,1,5,0,0,0.7692307692307693,0.1538461538461538,156.30769230769232,1.5,0.4044340786784522,"Alto
(35-60%)"
CR000456,CL00412,2026-02-12,Microcrédito,1500000,12,0.0279,149000,App,805,0.0793,Automática,Activo,0,0,6,0.0,2,2025-09-21,Bogotá D.C.,Bogotá,25,F,2,Bachiller,Microempresario,1880000.0,App orgánico,545.0,False,0,Android,hash_750101,0,0,13,210,2,2,3,1,5,0,0,0.7692307692307693,0.1538461538461538,156.30769230769232,1.5,0.4794339460440338,"Alto
(35-60%)"
CR000457,CL00413,2024-05-27,Crédito libre inversión,1250000,3,0.0243,437000,App,719,0.2241,Automática,Finalizado,0,0,0,1.0,0,2023-08-03,Antioquia,Medellín,21,F,2,Sin información,Comerciante,1950000.0,App orgánico,530.0,False,2,Android,hash_380064,0,0,15,885,5,1,1,1,6,0,0,0.8,0.1333333333333333,193.6,1.0,0.6473460262630748,"Muy alto
(> 60%)"
CR000458,CL00413,2025-04-17,Crédito consumo digital,1450000,6,0.0238,262000,Aliado,811,0.1344,Automática,Mora moderada,0,1,41,0.5,3,2023-08-03,Antioquia,Medellín,21,F,2,Sin información,Comerciante,1950000.0,App orgánico,530.0,False,2,Android,hash_380064,0,0,15,885,5,1,1,1,6,0,0,0.8,0.1333333333333333,193.6,1.0,0.6036277296523285,"Muy alto
(> 60%)"
CR000459,CL00414,2025-07-31,Microcrédito,4800000,12,0.031,485000,App,623,0.1488,Automática,Activo,0,0,0,1.0,0,2024-12-04,Bogotá D.C.,Bogotá,49,M,2,Técnico/Tecnólogo,Empleado,3260000.0,Campaña digital,588.0,False,0,Android,hash_114633,1,0,4,267,0,2,1,0,1,0,0,1.0,0.0,149.25,0.5,0.47532827474965295,"Alto
(35-60%)"
